stationid,stationname,stationno,lat,lon,nearbusstcnt,nearbusstno,id
3128,"선학","인천1호선",37.426684,126.698863,6.0,"164000332,164000309,164000308,164000307,164000306,164000305",189
3127,"문학경기장","인천1호선",37.434935,126.698579,4.0,"164000423,164000329,164000312,163000182",190
3126,"인천터미널","인천1호선",37.442383,126.699706,26.0,"165000595,165000588,165000199,165000197,165000196,165000195,165000194,165000189,165000187,165000186,165000185,165000184,165000183,165000182,165000181,163000513,163000263,163000261,163000260,163000259,163000258,163000254,163000253,163000246,163000245,163000235",191
3125,"예술회관","인천1호선",37.449396,126.701012,9.0,"165000809,165000702,165000596,165000519,165000223,165000222,165000218,165000217,165000208",192
3123,"간석오거리","인천1호선",37.467048,126.707938,4.0,"166000037,166000032,165000869,165000460",193
3122,"부평삼거리","인천1호선",37.477679,126.710208,6.0,"166000887,166000696,166000077,166000074,166000073,165000492",194
3121,"동수","인천1호선",37.485312,126.718247,14.0,"166000921,166000750,166000747,166000746,166000745,166000744,166000739,166000738,166000148,166000141,166000136,166000134,166000126,166000115",195
3120,"부평","인천1호선",37.48999,126.7239795,23.0,"166000865,166000781,166000262,166000261,166000259,166000253,166000246,166000239,166000237,166000234,166000228,166000226,166000225,166000224,166000221,166000218,166000217,166000214,166000213,166000212,166000211,166000209,166000206",196
3119,"부평시장","인천1호선",37.498383,126.722244,10.0,"166000720,166000697,166000416,166000407,166000402,166000399,166000390,166000389,166000368,166000361",197
3117,"갈산","인천1호선",37.517268,126.721514,9.0,"166000777,166000763,166000762,166000748,166000647,166000644,166000622,166000619,166000603",198
3116,"작전","인천1호선",37.530415,126.722527,13.0,"167000545,167000544,167000421,167000411,167000124,167000123,167000095,167000093,167000092,167000082,167000081,167000079,167000073",199
3115,"경인교대입구","인천1호선",37.538157,126.722597,20.0,"167000430,167000429,167000370,167000369,167000201,167000199,167000196,167000176,167000165,167000164,167000163,167000162,167000161,167000157,167000154,167000152,167000148,167000147,167000146,167000145",200
3114,"계산","인천1호선",37.543238,126.728128,19.0,"167000613,167000426,167000289,167000286,167000285,167000276,167000245,167000244,167000243,167000242,167000240,167000239,167000238,167000237,167000236,167000235,167000234,167000233,167000232",201
3113,"임학","인천1호선",37.545059,126.738665,11.0,"167000306,167000304,167000303,167000302,167000301,167000299,167000298,167000297,167000292,167000290,167000280",202
3112,"박촌","인천1호선",37.553703,126.745077,8.0,"167000626,167000569,167000441,167000375,167000374,167000315,167000310,167000309",203
3111,"귤현","인천1호선",37.566379,126.742654,6.0,"167000619,167000618,167000444,167000443,167000341,167000340",204
2828,"남위례","8호선",37.4624,127.13977,7.0,"204000331,204000330,204000233,204000229,204000180,204000068,204000032",205
2827,"모란","8호선",37.432938,127.1294705,19.0,"277104559,277100240,205507870,205007972,205007971,205007883,205000369,205000368,205000280,205000207,205000147,205000135,205000086,205000075,205000069,205000021,205000020,204000334,204000139",206
2826,"수진","8호선",37.437428,127.140722,15.0,"205508550,205508540,205007951,205007950,205000145,205000138,205000002,204507540,204507230,204506600,204000269,204000257,204000243,204000056,204000007",207
2825,"신흥","8호선",37.440918,127.147564,13.0,"205507880,205007884,205000281,205000140,205000081,205000001,204507120,204000348,204000347,204000268,204000248,204000008,204000005",208
2824,"단대오거리","8호선",37.44521,127.156866,20.0,"205508090,205507990,205507890,205007905,205007895,205007885,205000302,205000292,205000282,205000166,205000165,205000143,205000142,205000025,205000024,204000140,204000125,204000065,204000009,204000006",209
2823,"남한산성입구(성남법원.검찰청)","8호선",37.451535,127.159816,10.0,"205506880,205007875,205000272,205000110,205000051,205000050,205000044,204000141,204000138,204000131",210
2822,"산성","8호선",37.457122,127.149908,8.0,"204000103,204000102,204000101,204000084,204000083,204000082,204000080,204000070",211
2821,"복정","8호선",37.4706985,127.126695,23.0,"277104603,277104325,277104239,277103419,277103418,277103266,277102797,274115707,274115701,274113363,274113362,123000661,123000660,123000659,123000437,123000436,123000343,123000329,123000319,123000316,123000249,123000216,123000215",212
2820,"장지","8호선",37.478703,127.126191,11.0,"123000639,123000544,123000512,123000383,123000382,123000361,123000360,123000219,123000218,123000016,123000015",213
2819,"문정","8호선",37.485855,127.1225,7.0,"123900032,123900026,123000515,123000514,123000241,123000240,123000011",214
2818,"가락시장","8호선",37.4925665,127.1180775,11.0,"123000529,123000523,123000352,123000314,123000295,123000294,123000289,123000272,123000245,123000010,123000009",215
2817,"송파","8호선",37.499703,127.112183,7.0,"123900002,123900001,123000540,123000114,123000102,123000008,123000007",216
2815,"잠실(송파구청)","8호선",37.513977,127.1022485,9.0,"123000623,123000611,123000579,123000511,123000046,123000045,123000044,123000043,123000002",217
2814,"몽촌토성(평화의문)","8호선",37.517409,127.112359,9.0,"277101832,123000643,123000610,123000593,123000305,123000151,123000127,123000039,123000038",218
2813,"강동구청","8호선",37.530341,127.120508,11.0,"124900007,124000352,124000233,124000196,124000170,124000169,124000064,123000533,123000376,123000302,123000023",219
2812,"천호(풍납토성)","8호선",37.5383765,127.123281,10.0,"124900084,124000454,124000452,124000063,124000062,124000061,124000030,124000029,123000022,123000017",220
2811,"암사","8호선",37.55021,127.127562,8.0,"124900089,124900079,124900076,124900048,124900032,124900029,124000056,124000055",221
2752,"온수(성공회대입구)","7호선",37.4922625,126.8235545,14.0,"116900055,116900047,116900020,116900011,116000459,116000458,116000457,116000456,116000195,116000194,116000189,116000188,116000099,116000098",222
2751,"천왕","7호선",37.486637,126.838713,18.0,"116900276,116900251,116900244,116900243,116900242,116900155,116900150,116900148,116900113,116900080,116900074,116000606,116000605,116000568,116000565,116000564,116000114,116000113",223
2750,"광명사거리","7호선",37.479252,126.854876,13.0,"249000312,213000396,213000359,213000358,213000249,213000203,213000197,213000196,213000157,213000047,213000046,213000034,213000009",224
2749,"철산","7호선",37.47605,126.867911,14.0,"249000315,213900042,213000347,213000346,213000248,213000241,213000193,213000165,213000129,213000128,213000127,213000123,213000100,129000001",225
2748,"가산디지털단지","7호선",37.4809595,126.8826185,25.0,"117900218,117900205,117900204,117900199,117900140,117900115,117900062,117900055,117900044,117900023,117000926,117000315,117000314,117000299,117000138,117000135,117000124,117000123,117000122,117000023,117000021,117000020,116900304,116900303,116000615",226
2747,"남구로","7호선",37.486056,126.887249,8.0,"116000158,116000153,116000049,116000048,116000047,116000035,116000034,116000033",227
2746,"대림(구로구청)","7호선",37.493128,126.8960035,13.0,"118900189,118900122,118900008,118900002,118000474,118000186,118000185,118000179,116900108,116900094,116000406,116000200,116000029",228
2745,"신풍","7호선",37.50008,126.90993,16.0,"118900125,118900123,118900047,118000608,118000597,118000579,118000577,118000272,118000224,118000223,118000217,118000210,118000164,118000163,118000159,118000156",229
2743,"신대방삼거리","7호선",37.499701,126.928276,18.0,"119900282,119900273,119900270,119900264,119900248,119900225,119900224,119900169,119900093,119900073,119900011,119900004,119000094,119000093,119000055,119000054,119000053,119000052",230
2742,"장승배기","7호선",37.504898,126.93915,21.0,"119900291,119900246,119900229,119900189,119900176,119900172,119900147,119900141,119900138,119900136,119900096,119900035,119900026,119900016,119000105,119000104,119000100,119000060,119000059,119000058,119000056",231
2741,"상도","7호선",37.502834,126.94791,22.0,"119900309,119900284,119900247,119900244,119900243,119900194,119900180,119900112,119900109,119900108,119900090,119900088,119900085,119900031,119900023,119900013,119000068,119000067,119000066,119000065,119000062,119000061",232
2740,"숭실대입구(살피재)","7호선",37.496029,126.953822,7.0,"119900253,119900252,119000140,119000139,119000073,119000072,119000071",233
2739,"남성","7호선",37.484596,126.971251,11.0,"119900280,119900263,119900183,119900077,119900065,119900006,119900001,119000088,119000087,119000086,119000085",234
2738,"이수","7호선",37.485196,126.981605,18.0,"121900258,121900120,121900057,121900024,121000532,121000311,121000304,119900209,119900196,119900184,119900075,119900044,119900022,119000285,119000092,119000091,119000090,119000089",235
2737,"내방","7호선",37.487618,126.993513,15.0,"121900335,121900262,121900261,121900211,121900148,121900059,121900022,121900014,121900006,121001327,121001318,121000309,121000308,121000155,121000154",236
2735,"반포","7호선",37.508178,127.011727,3.0,"121000135,121000018,121000017",237
2733,"학동","7호선",37.514229,127.031656,5.0,"122900036,122000032,122000018,122000015,122000014",238
2732,"강남구청","7호선",37.517324,127.041203,9.0,"122000666,122000665,122000635,122000102,122000076,122000075,122000035,122000028,122000027",239
2731,"청담","7호선",37.519365,127.05335,8.0,"122000740,122000652,122000636,122000084,122000083,122000071,122000070,122000068",240
2730,"뚝섬유원지","7호선",37.53154,127.066704,6.0,"277103552,277103551,104000300,104000171,104000130,104000129",241
2729,"건대입구","7호선",37.5405795,127.070101,12.0,"104000304,104000301,104000258,104000256,104000255,104000170,104000139,104000137,104000136,104000125,104000124,104000111",242
2728,"어린이대공원(세종대)","7호선",37.548014,127.074658,8.0,"104000260,104000259,104000158,104000157,104000141,104000138,104000134,104000133",243
2727,"군자(능동)","7호선",37.5569925,127.0794575,13.0,"104900120,104900039,104000262,104000261,104000161,104000160,104000146,104000145,104000048,104000011,104000010,104000004,104000003",244
2726,"중곡","7호선",37.565923,127.08432,14.0,"104900125,104900087,104900065,104900060,104000274,104000273,104000042,104000040,104000039,104000038,104000033,104000032,104000031,104000022",245
2725,"용마산","7호선",37.573647,127.086727,10.0,"106000444,106000116,106000115,106000114,106000113,106000111,106000092,106000091,106000090,106000089",246
2724,"사가정","7호선",37.580894,127.088478,10.0,"106000470,106000154,106000153,106000152,106000151,106000086,106000085,106000084,106000083,106000082",247
2723,"면목","7호선",37.588579,127.087503,13.0,"106900030,106900020,106900012,106000249,106000228,106000134,106000133,106000132,106000131,106000079,106000078,106000077,106000076",248
2722,"상봉(시외버스터미널)","7호선",37.5961275,127.085378,6.0,"106000073,106000072,106000036,106000034,106000004,106000003",249
2721,"중화","7호선",37.602545,127.079264,13.0,"106900011,106000298,106000297,106000296,106000295,106000161,106000160,106000159,106000158,106000157,106000156,106000014,106000013",250
2720,"먹골","7호선",37.610637,127.077725,9.0,"106000326,106000325,106000288,106000287,106000286,106000285,106000120,106000119,106000009",251
2719,"태릉입구","7호선",37.617816,127.075066,12.0,"110900095,110900094,110000017,110000016,110000008,110000007,110000006,110000005,110000004,110000003,106000278,106000277",252
2718,"공릉(서울과학기술대)","7호선",37.625742,127.072896,15.0,"110900107,110900106,110900105,110900085,110900040,110000696,110000077,110000076,110000065,110000064,110000063,110000062,110000061,110000020,110000002",253
2717,"하계","7호선",37.636352,127.06799,22.0,"110900111,110900110,110900083,110900063,110900028,110900027,110000662,110000661,110000387,110000355,110000354,110000353,110000350,110000347,110000346,110000328,110000327,110000326,110000325,110000324,110000316,110000315",254
2716,"중계","7호선",37.644583,127.064303,13.0,"110000687,110000686,110000685,110000684,110000289,110000288,110000287,110000275,110000274,110000272,110000271,110000269,110000265",255
2715,"노원","7호선",37.655553,127.061869,16.0,"110900130,110900129,110900119,110900118,110900065,110000679,110000671,110000641,110000614,110000155,110000113,110000112,110000111,110000110,110000086,110000085",256
2714,"마들","7호선",37.66494,127.057675,12.0,"110900136,110900134,110900046,110900043,110900009,110000672,110000664,110000177,110000173,110000168,110000091,110000080",257
2713,"수락산","7호선",37.67785,127.055315,14.0,"110900117,110900113,110900035,110900015,110000681,110000670,110000666,110000629,110000107,110000106,110000097,110000096,110000095,110000094",258
2712,"도봉산","7호선",37.6893875,127.046279,10.0,"109900028,109900025,109000408,109000406,109000405,109000402,109000401,109000070,109000002,109000001",259
2711,"장암","7호선",37.700109,127.053196,2.0,"207000285,207000284",260
2649,"신내","6호선",37.6130305,127.1027245,20.0,"277101891,106000480,106000469,106000467,106000455,106000454,106000451,106000450,106000442,106000441,106000437,106000436,106000406,106000319,106000242,106000241,106000240,106000239,106000206,106000205",261
2648,"봉화산(서울의료원)","6호선",37.617283,127.091401,9.0,"277104242,277104241,106000270,106000202,106000201,106000194,106000193,106000191,106000187",262
2647,"화랑대(서울여대입구)","6호선",37.620064,127.084689,9.0,"110000642,110000039,110000018,106000329,106000328,106000272,106000271,106000200,106000199",263
2645,"석계","6호선",37.614702,127.0657645,20.0,"110900092,110900067,110900047,110900044,110000691,110000649,110000379,110000378,110000356,110000184,110000183,110000182,107900337,107900299,107000242,107000241,107000236,107000235,107000057,107000056",264
2644,"돌곶이","6호선",37.610537,127.056431,9.0,"107900356,107000505,107000120,107000119,107000118,107000117,107000053,107000052,107000051",265
